,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
3733,21,99,Medium,Low,Yes,9,59,Low,Yes,1,High,High,Public,Negative,2.0,No,College,Moderate,Female,69,0.21212121212121213
3734,25,73,Low,Medium,Yes,5,79,Medium,Yes,1,Low,Medium,Private,Neutral,5.0,No,High School,Moderate,Female,65,0.3424657534246575
3735,19,97,Medium,Low,Yes,10,51,High,Yes,3,Low,High,Public,Neutral,4.0,No,College,Far,Female,69,0.1958762886597938
3736,17,71,Medium,Medium,No,8,80,Low,Yes,2,High,Low,Public,Neutral,3.0,No,High School,Near,Female,64,0.23943661971830985
3737,19,100,Medium,Low,Yes,9,66,High,Yes,1,High,Medium,Public,Negative,4.0,Yes,Postgraduate,Moderate,Male,69,0.19
3738,18,87,Medium,Medium,Yes,6,92,Low,Yes,1,Low,Medium,Private,Neutral,4.0,No,High School,Near,Female,68,0.20689655172413793
3739,12,79,Medium,Low,No,9,80,Low,Yes,1,High,Medium,Public,Positive,2.0,No,College,Moderate,Male,63,0.1518987341772152
3740,16,85,Low,Medium,No,7,85,High,Yes,1,Medium,High,Public,Neutral,2.0,No,High School,Near,Male,66,0.18823529411764706
3741,23,71,Medium,Medium,No,7,56,Low,Yes,1,Medium,,Private,Positive,4.0,No,,Near,Female,65,0.323943661971831
3742,22,71,High,Medium,Yes,8,63,Medium,Yes,2,Medium,High,Public,Negative,2.0,No,High School,Moderate,Male,66,0.30985915492957744
3743,21,65,Medium,Medium,No,6,100,Medium,Yes,3,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Near,Male,67,0.3230769230769231
3744,14,65,Medium,High,Yes,5,72,Low,Yes,3,Low,High,Private,Negative,2.0,No,High School,Near,Male,62,0.2153846153846154
3745,19,74,Medium,High,Yes,7,68,Medium,Yes,2,Low,High,Public,Negative,2.0,No,High School,Near,Female,66,0.25675675675675674
3746,7,91,High,Medium,No,7,94,High,No,3,High,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Female,68,0.07692307692307693
3747,21,84,Medium,Medium,Yes,6,52,Medium,Yes,2,High,High,Public,Negative,5.0,No,High School,Moderate,Male,68,0.25
3748,29,64,Low,Medium,No,9,77,Medium,Yes,0,Low,High,Public,Negative,2.0,No,High School,Moderate,Female,63,0.453125
3749,11,94,High,Low,Yes,10,61,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,College,Moderate,Male,66,0.11702127659574468
3750,16,84,High,Low,No,6,68,Low,No,3,Medium,Medium,Private,Neutral,3.0,No,,Near,Male,65,0.19047619047619047
3751,22,98,High,Medium,Yes,7,60,Medium,Yes,1,High,Medium,Public,Positive,1.0,No,High School,Near,Male,72,0.22448979591836735
3752,28,87,Medium,Medium,No,6,52,Medium,Yes,4,Low,Low,Private,Neutral,3.0,No,Postgraduate,Near,Female,70,0.3218390804597701
3753,17,67,High,Low,No,10,71,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,63,0.2537313432835821
3754,16,79,Medium,Medium,No,8,89,Medium,Yes,0,Low,High,Private,Neutral,4.0,No,High School,Near,Male,65,0.20253164556962025
3755,8,86,High,Low,Yes,8,98,Low,Yes,1,Low,Medium,Private,Neutral,1.0,No,College,Near,Male,65,0.09302325581395349
3756,21,61,High,High,No,9,81,Medium,Yes,1,Medium,Medium,Private,Neutral,3.0,No,Postgraduate,Near,Male,66,0.3442622950819672
3757,32,61,High,Medium,Yes,7,69,High,Yes,0,High,Medium,Public,Positive,3.0,No,High School,Moderate,Female,68,0.5245901639344263
3758,22,65,Medium,Low,Yes,7,88,Low,No,2,Medium,Medium,Public,Positive,4.0,No,College,Near,Male,64,0.3384615384615385
3759,20,70,High,Medium,No,9,75,Low,Yes,3,Medium,Medium,Public,Neutral,4.0,No,College,Moderate,Male,66,0.2857142857142857
3760,22,77,Low,Medium,Yes,8,68,Medium,Yes,3,High,High,Public,Positive,4.0,No,High School,Moderate,Male,68,0.2857142857142857
3761,20,79,Low,Medium,Yes,6,59,Medium,Yes,0,Low,Medium,Public,Positive,2.0,No,High School,Moderate,Male,64,0.25316455696202533
3762,15,66,Medium,Medium,No,6,90,Low,Yes,2,Medium,Medium,Public,Negative,3.0,No,College,Far,Female,62,0.22727272727272727
3763,25,87,Medium,Medium,Yes,6,75,Medium,No,0,Low,Medium,Private,Neutral,2.0,Yes,High School,Near,Male,67,0.28735632183908044
3764,21,84,Low,High,No,9,98,Medium,Yes,1,Low,Medium,Public,Negative,3.0,No,High School,Moderate,Male,67,0.25
3765,20,72,Medium,Medium,No,9,90,Low,Yes,1,Medium,Medium,Private,Neutral,2.0,No,Postgraduate,Moderate,Male,65,0.2777777777777778
3766,14,61,Low,Medium,Yes,10,71,Medium,No,2,Low,Medium,Public,Neutral,4.0,No,High School,Near,Male,59,0.22950819672131148
3767,28,63,Medium,High,Yes,6,87,Low,Yes,0,Low,Medium,Public,Positive,2.0,No,High School,Moderate,Female,66,0.4444444444444444
3768,24,76,High,Low,No,7,73,Medium,Yes,4,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Female,68,0.3157894736842105
3769,17,66,High,Medium,No,6,54,Medium,Yes,2,High,Low,Public,Positive,3.0,Yes,High School,Near,Female,63,0.25757575757575757
3770,26,75,Medium,Low,Yes,7,76,Medium,Yes,2,Medium,Medium,Public,Neutral,3.0,No,College,Near,Male,68,0.3466666666666667
3771,17,85,High,Low,Yes,8,93,Low,Yes,2,Medium,High,Public,Positive,3.0,No,College,Far,Female,68,0.2
3772,15,82,Medium,Medium,Yes,7,93,Medium,Yes,3,Low,High,Public,Negative,2.0,No,High School,Moderate,Female,66,0.18292682926829268
3773,15,69,High,Low,No,9,79,Low,Yes,1,Medium,,Private,Positive,2.0,No,High School,Moderate,Female,63,0.21739130434782608
3774,9,74,Medium,Low,No,6,69,Low,Yes,3,Low,Medium,Private,Positive,2.0,No,,Moderate,Female,61,0.12162162162162163
3775,23,85,High,Medium,Yes,8,51,Low,Yes,0,High,Low,Public,Negative,4.0,No,College,Near,Female,68,0.27058823529411763
3776,9,94,High,Low,No,6,66,Low,Yes,0,Low,High,Public,Positive,3.0,No,College,Near,Male,66,0.09574468085106383
3777,13,90,Medium,High,No,4,99,High,Yes,1,High,Medium,Public,Neutral,4.0,Yes,College,Moderate,Male,69,0.14444444444444443
3778,8,82,Medium,High,Yes,5,86,Medium,No,0,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Female,64,0.0975609756097561
3779,19,74,Medium,Medium,No,7,86,High,Yes,1,High,Medium,Private,Positive,3.0,No,Postgraduate,Near,Male,68,0.25675675675675674
3780,19,75,Medium,High,No,10,88,Low,Yes,0,Low,High,Public,Positive,2.0,No,High School,Near,Female,66,0.25333333333333335
3781,18,95,Medium,Medium,No,6,81,Medium,Yes,0,Low,Medium,Public,Positive,3.0,Yes,High School,Near,Female,68,0.18947368421052632
3782,14,62,Medium,High,Yes,7,79,Low,Yes,2,Medium,Medium,Private,Positive,2.0,No,High School,Moderate,Female,62,0.22580645161290322
3783,13,100,Medium,Low,Yes,8,73,Low,Yes,1,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Male,68,0.13
3784,23,87,Medium,High,No,6,72,Medium,Yes,1,Low,High,Private,Negative,3.0,No,College,Moderate,Male,69,0.26436781609195403
3785,17,87,High,High,Yes,6,94,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,High School,Moderate,Male,70,0.19540229885057472
3786,22,62,High,Medium,Yes,7,70,Low,Yes,4,Low,Medium,Public,Negative,2.0,No,College,Near,Female,65,0.3548387096774194
3787,15,84,Low,Medium,Yes,6,92,Medium,Yes,3,Medium,Medium,Public,Positive,3.0,No,College,Near,Female,68,0.17857142857142858
3788,21,79,Medium,High,No,4,92,Low,Yes,0,Low,Medium,Public,Negative,2.0,No,Postgraduate,Near,Female,67,0.26582278481012656
3789,28,64,Low,Medium,Yes,6,89,Medium,Yes,0,Low,Low,Public,Neutral,4.0,No,College,Far,Male,64,0.4375
3790,24,71,Low,Medium,No,8,52,Medium,No,2,Medium,Medium,Public,Negative,3.0,No,College,,Female,63,0.3380281690140845
3791,18,96,Medium,Low,Yes,8,57,Medium,Yes,1,Medium,Medium,Public,Negative,2.0,No,High School,Near,Female,67,0.1875
3792,22,82,High,Low,No,9,66,Medium,Yes,1,Low,High,Private,Negative,3.0,No,High School,Moderate,Male,66,0.2682926829268293
3793,19,77,High,Low,Yes,9,92,Medium,Yes,2,Low,Medium,Public,Positive,4.0,No,High School,Near,Female,67,0.24675324675324675
3794,20,63,Medium,Medium,Yes,6,94,Medium,No,2,Medium,Medium,Public,Neutral,3.0,No,High School,Far,Female,63,0.31746031746031744
3795,18,89,Medium,Medium,Yes,6,52,Medium,Yes,3,High,High,Public,Positive,3.0,No,High School,Moderate,Female,69,0.20224719101123595
3796,19,88,High,High,No,6,66,Medium,Yes,3,Medium,Medium,Public,Positive,2.0,No,High School,Near,Female,70,0.2159090909090909
3797,21,85,High,Medium,Yes,7,93,Medium,Yes,0,High,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,70,0.24705882352941178
3798,14,80,High,Medium,No,6,62,Medium,Yes,0,High,Medium,Private,Negative,2.0,No,Postgraduate,Near,Male,65,0.175
3799,14,77,Low,Low,No,7,99,Low,Yes,2,Medium,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Female,64,0.18181818181818182
3800,12,84,Medium,High,Yes,6,74,High,Yes,1,Medium,High,Public,Negative,3.0,No,College,Moderate,Female,67,0.14285714285714285
3801,10,69,Low,Medium,No,8,97,Medium,Yes,1,Medium,Medium,Private,Negative,3.0,No,High School,Near,Female,61,0.14492753623188406
3802,13,98,Medium,High,Yes,6,71,Medium,Yes,1,Low,High,Private,Positive,1.0,No,College,Near,Female,70,0.1326530612244898
3803,21,84,High,Low,No,6,66,High,Yes,2,High,Medium,Private,Positive,4.0,Yes,College,Far,Male,68,0.25
3804,15,72,Medium,Medium,Yes,8,68,High,Yes,0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Female,64,0.20833333333333334
3805,23,78,High,Medium,No,8,94,Medium,Yes,1,High,Medium,Private,Neutral,2.0,Yes,High School,Moderate,Male,68,0.2948717948717949
3806,20,92,Medium,Low,No,7,67,Low,Yes,1,Medium,Medium,Public,Positive,5.0,No,High School,Near,Male,68,0.21739130434782608
3807,8,66,High,High,Yes,8,83,Medium,Yes,0,Low,Medium,Private,Positive,4.0,No,College,,Male,63,0.12121212121212122
3808,24,72,Low,Medium,Yes,8,73,Low,Yes,1,Low,Medium,Public,Positive,2.0,No,College,Moderate,Female,65,0.3333333333333333
3809,25,87,Low,Medium,Yes,10,97,Medium,Yes,4,Low,Low,Private,Neutral,3.0,Yes,High School,Near,Female,69,0.28735632183908044
3810,14,73,Medium,High,No,8,58,Medium,Yes,2,Low,High,Public,Negative,2.0,No,College,Moderate,Male,63,0.1917808219178082
3811,23,92,Low,Medium,Yes,10,71,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,College,Near,Male,69,0.25
3812,15,65,High,Low,Yes,7,56,Medium,No,3,High,Medium,Private,Positive,3.0,Yes,High School,Near,Female,61,0.23076923076923078
3813,21,91,Low,High,Yes,9,79,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,College,Far,Female,69,0.23076923076923078
3814,12,63,High,Medium,No,9,70,Low,Yes,1,High,Low,Public,Positive,3.0,No,College,Near,Female,62,0.19047619047619047
3815,9,61,Low,High,Yes,7,53,Medium,Yes,0,Medium,Medium,Public,Positive,2.0,Yes,Postgraduate,Far,Male,58,0.14754098360655737
3816,18,96,Medium,High,Yes,6,92,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,High School,Far,Male,71,0.1875
3817,19,83,High,Low,No,6,69,Medium,Yes,5,Medium,Medium,Private,Positive,2.0,No,Postgraduate,Far,Male,69,0.2289156626506024
3818,18,74,High,Medium,No,8,75,High,Yes,1,High,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,68,0.24324324324324326
3819,13,69,Medium,Low,No,5,70,Medium,Yes,0,Medium,High,Private,Negative,2.0,No,College,Near,Male,61,0.18840579710144928
3820,18,85,High,Medium,Yes,6,74,Medium,Yes,3,Low,Medium,Private,Negative,2.0,No,College,Far,Male,67,0.21176470588235294
3821,22,80,Medium,High,Yes,9,51,Medium,Yes,2,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,68,0.275
3822,20,100,Medium,Medium,Yes,8,91,Medium,Yes,3,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,72,0.2
3823,21,99,High,Low,Yes,4,67,Medium,Yes,1,Medium,Medium,Private,Negative,4.0,No,College,Near,Female,71,0.21212121212121213
3824,16,85,Medium,Medium,Yes,5,86,Low,No,3,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,67,0.18823529411764706
3825,27,78,Medium,Medium,No,10,53,Medium,Yes,3,Medium,Medium,Private,Neutral,4.0,Yes,Postgraduate,Moderate,Male,68,0.34615384615384615
3826,13,80,Medium,Medium,No,9,76,Medium,Yes,0,High,Medium,Public,Neutral,2.0,No,High School,Near,Female,64,0.1625
3827,23,87,Medium,High,No,6,95,High,Yes,3,High,Medium,Private,Positive,0.0,No,High School,Near,Female,73,0.26436781609195403
3828,27,64,Low,Medium,Yes,5,70,Medium,Yes,0,Low,High,Public,Positive,4.0,No,High School,Near,Female,65,0.421875
3829,23,73,Low,High,No,5,60,High,Yes,1,Medium,Medium,Private,Positive,2.0,No,Postgraduate,Near,Female,67,0.3150684931506849
3830,19,63,High,Medium,Yes,8,55,Low,Yes,0,Medium,Medium,Private,Positive,4.0,No,College,Moderate,Female,63,0.30158730158730157
3831,17,63,Medium,Medium,Yes,10,93,Medium,Yes,0,Low,Medium,Public,Positive,2.0,Yes,Postgraduate,Near,Female,63,0.2698412698412698
3832,26,68,Medium,Medium,Yes,10,62,High,Yes,4,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Female,69,0.38235294117647056
3833,11,79,High,High,Yes,5,99,Medium,Yes,1,High,Low,Public,Positive,3.0,No,High School,Near,Female,68,0.13924050632911392
3834,14,91,Medium,Medium,Yes,7,62,Medium,Yes,2,Low,High,Public,Neutral,2.0,No,College,Near,Male,68,0.15384615384615385
3835,18,79,High,High,Yes,6,74,Medium,Yes,3,Low,Medium,Public,Positive,4.0,No,High School,Near,Male,69,0.22784810126582278
3836,27,73,High,High,Yes,7,73,High,Yes,5,High,High,Public,Negative,3.0,No,High School,Near,Female,73,0.3698630136986301
3837,22,63,High,High,Yes,5,53,High,Yes,3,Low,High,Public,Negative,2.0,No,High School,Near,Male,66,0.3492063492063492
3838,14,82,Medium,Medium,Yes,6,77,Medium,Yes,3,Medium,Medium,Public,Positive,3.0,No,College,Near,Female,68,0.17073170731707318
3839,18,71,Medium,Medium,No,6,84,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,No,Postgraduate,Near,Male,65,0.2535211267605634
3840,16,85,Medium,Medium,No,8,87,High,Yes,4,Low,Medium,Private,Negative,3.0,No,High School,Far,Male,67,0.18823529411764706
3841,16,99,Medium,Medium,No,6,76,Low,Yes,2,Medium,Medium,Private,Positive,4.0,No,College,Near,Female,70,0.16161616161616163
3842,26,64,Medium,High,No,6,91,Medium,Yes,1,Low,Medium,Private,Neutral,4.0,No,High School,Moderate,Male,66,0.40625
3843,12,68,Medium,High,No,8,88,High,Yes,3,Low,Medium,Public,Negative,3.0,No,Postgraduate,Moderate,Female,64,0.17647058823529413
3844,30,79,Medium,High,No,9,60,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Female,69,0.379746835443038
3845,25,99,Low,Medium,No,10,70,Medium,Yes,1,Medium,Medium,Public,Positive,5.0,No,College,Far,Female,71,0.25252525252525254
3846,27,91,Medium,Low,No,8,57,Medium,Yes,0,Low,Low,Private,Neutral,4.0,No,Postgraduate,Moderate,Male,68,0.2967032967032967
3847,17,96,High,Medium,No,7,57,Low,Yes,2,Medium,Medium,Private,Negative,3.0,No,College,Moderate,Female,68,0.17708333333333334
3848,19,73,Low,Medium,Yes,9,86,High,Yes,0,Medium,High,Public,Positive,3.0,No,College,Near,Female,66,0.2602739726027397
3849,11,100,Low,High,No,9,77,Medium,Yes,2,Medium,High,Public,Positive,3.0,No,Postgraduate,Near,Female,70,0.11
3850,17,64,Medium,High,No,8,80,Medium,Yes,0,High,High,Public,Positive,2.0,No,Postgraduate,Near,Female,65,0.265625
3851,23,62,Medium,Low,Yes,5,87,Medium,Yes,1,Medium,Medium,Public,Negative,4.0,No,High School,Near,Female,63,0.3709677419354839
3852,28,94,Low,Medium,Yes,9,64,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,70,0.2978723404255319
3853,13,97,Low,Medium,Yes,8,70,Medium,Yes,0,High,Medium,Private,Neutral,2.0,No,Postgraduate,Moderate,Female,67,0.13402061855670103
3854,18,64,Medium,Medium,No,6,80,Medium,Yes,1,Medium,Medium,Public,Positive,5.0,Yes,High School,Near,Male,63,0.28125
3855,19,65,High,Medium,No,6,55,Medium,Yes,1,Low,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,64,0.2923076923076923
3856,12,61,Low,Medium,Yes,8,92,Medium,Yes,2,High,Medium,Public,Neutral,4.0,Yes,High School,Moderate,Male,60,0.19672131147540983
3857,24,64,Medium,Medium,Yes,4,67,Low,Yes,0,Low,Medium,Public,Neutral,1.0,No,High School,Near,Male,62,0.375
3858,16,68,Medium,High,No,7,83,High,Yes,2,Low,High,Public,Positive,2.0,No,High School,Near,Female,65,0.23529411764705882
3859,19,99,Low,Low,No,6,100,Medium,Yes,0,High,Low,Private,Negative,3.0,No,Postgraduate,Near,Male,69,0.1919191919191919
3860,17,87,Medium,High,Yes,6,74,Low,Yes,1,Low,High,Private,Neutral,3.0,No,College,Moderate,Female,68,0.19540229885057472
3861,15,91,Medium,Medium,No,6,61,Medium,No,1,Medium,High,Public,Positive,2.0,No,High School,Moderate,Male,66,0.16483516483516483
3862,20,91,High,High,Yes,5,61,Low,Yes,4,Low,Medium,Public,Positive,2.0,No,Postgraduate,Near,Male,72,0.21978021978021978
3863,19,81,Medium,High,Yes,9,53,Medium,Yes,2,High,Medium,Public,Positive,3.0,No,High School,Near,Male,68,0.2345679012345679
3864,18,92,Medium,Medium,No,4,88,Medium,Yes,3,High,Medium,Public,Neutral,2.0,No,High School,Moderate,Male,69,0.1956521739130435
3865,16,84,Medium,Medium,No,7,65,Low,Yes,1,High,High,Public,Negative,3.0,No,High School,Moderate,Male,65,0.19047619047619047
3866,22,73,High,Medium,Yes,6,59,Low,Yes,0,Low,Medium,Public,Positive,1.0,No,High School,Near,Male,65,0.3013698630136986
3867,30,82,Low,Medium,Yes,10,86,Low,Yes,2,Low,High,Public,Neutral,4.0,No,High School,Near,Female,70,0.36585365853658536
3868,21,81,Medium,Low,Yes,7,65,High,Yes,1,Medium,Medium,Public,Positive,2.0,No,College,Moderate,Male,67,0.25925925925925924
3869,26,93,High,Medium,No,4,80,Medium,Yes,4,Low,Medium,Private,Positive,3.0,Yes,College,Near,Male,73,0.27956989247311825
3870,12,99,High,High,No,8,71,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,No,College,Near,Female,70,0.12121212121212122
3871,21,76,Medium,Medium,Yes,5,67,Medium,Yes,1,High,Low,Private,Positive,3.0,No,High School,Moderate,Male,66,0.27631578947368424
3872,13,91,Medium,Medium,Yes,8,74,Medium,Yes,1,Low,Medium,Private,Positive,1.0,No,Postgraduate,Near,Male,68,0.14285714285714285
3873,11,64,Medium,Medium,Yes,8,66,Medium,Yes,2,Low,Medium,Public,Positive,2.0,No,College,Moderate,Male,61,0.171875
3874,16,91,Medium,High,No,9,94,Low,Yes,0,High,Medium,Public,Positive,3.0,No,Postgraduate,Near,Male,70,0.17582417582417584
3875,27,75,Medium,Low,Yes,7,54,Low,Yes,2,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Near,Female,66,0.36
3876,26,62,High,Medium,Yes,8,52,Medium,Yes,4,Low,Medium,Public,Neutral,5.0,No,College,Near,Male,67,0.41935483870967744
3877,21,75,High,High,No,7,70,High,Yes,1,Medium,High,Private,Neutral,3.0,No,Postgraduate,Near,Female,69,0.28
3878,11,84,Medium,Low,Yes,6,59,Low,Yes,2,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,64,0.13095238095238096
3879,19,65,High,Medium,Yes,9,87,Low,Yes,0,High,High,Public,Positive,2.0,No,College,Moderate,Male,65,0.2923076923076923
3880,22,97,High,Medium,Yes,5,68,Low,Yes,7,Medium,High,Private,Negative,5.0,No,College,Near,Female,75,0.2268041237113402
3881,21,63,High,Medium,No,7,63,Medium,Yes,2,Medium,Medium,Public,Neutral,2.0,No,High School,Far,Male,63,0.3333333333333333
3882,9,97,High,Medium,No,6,68,Low,Yes,5,Medium,Medium,Private,Neutral,3.0,No,College,Near,Male,69,0.09278350515463918
3883,15,88,Medium,High,Yes,8,61,Low,Yes,2,Medium,High,Public,Positive,4.0,Yes,High School,Near,Male,68,0.17045454545454544
3884,20,73,Medium,Low,Yes,6,65,Medium,Yes,2,High,High,Private,Positive,2.0,No,College,Near,Male,66,0.273972602739726
3885,23,76,Low,Medium,Yes,6,78,Low,Yes,2,High,Medium,Public,Positive,2.0,No,High School,Moderate,Female,66,0.3026315789473684
3886,7,90,Low,Medium,Yes,7,93,Low,Yes,4,Medium,Medium,Public,Neutral,3.0,No,College,Near,Male,66,0.07777777777777778
3887,19,84,Medium,Medium,Yes,9,69,Medium,Yes,2,Medium,Low,Public,Neutral,4.0,No,College,Near,Female,68,0.2261904761904762
3888,21,87,Low,Medium,Yes,6,66,Medium,Yes,1,Low,Low,Public,Negative,2.0,No,High School,Moderate,Female,65,0.2413793103448276
3889,25,76,Medium,High,No,6,89,High,Yes,3,Low,Medium,Public,Neutral,3.0,No,College,Near,Male,70,0.32894736842105265
3890,24,80,Medium,High,No,5,51,Medium,Yes,3,High,Low,Public,Positive,2.0,No,High School,Near,Female,68,0.3
3891,23,100,Medium,Medium,No,6,65,Low,Yes,1,Medium,High,Public,Neutral,2.0,Yes,High School,Near,Female,70,0.23
3892,15,69,Low,Medium,No,8,73,Medium,Yes,2,Medium,Medium,Public,Neutral,2.0,No,High School,Moderate,Male,61,0.21739130434782608
3893,9,77,Low,Low,No,7,80,Medium,Yes,3,Medium,Medium,Public,Positive,3.0,Yes,High School,Near,Male,61,0.11688311688311688
3894,18,72,Low,High,No,7,58,Low,Yes,6,Low,Medium,Public,Positive,0.0,No,High School,Moderate,Male,64,0.25
3895,26,91,Low,Medium,No,10,72,Low,Yes,4,High,Medium,Public,Neutral,3.0,No,College,Moderate,Male,71,0.2857142857142857
3896,28,91,High,Medium,Yes,4,78,Low,Yes,1,Medium,Low,Public,Positive,3.0,No,High School,Moderate,Male,72,0.3076923076923077
3897,24,72,Medium,High,Yes,10,76,High,No,1,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,66,0.3333333333333333
3898,23,63,Medium,Medium,Yes,9,79,High,Yes,0,Low,Medium,Private,Negative,4.0,No,High School,Far,Female,63,0.36507936507936506
3899,22,60,Low,Low,No,7,83,Medium,No,3,Medium,Medium,Public,Positive,1.0,No,College,Near,Female,62,0.36666666666666664
3900,17,77,Medium,Medium,Yes,8,69,Low,Yes,3,High,Medium,Public,Neutral,3.0,Yes,,Near,Male,65,0.22077922077922077
3901,19,76,Medium,Medium,Yes,6,53,Medium,Yes,2,Medium,Medium,Public,Positive,5.0,No,High School,Near,Male,66,0.25
3902,30,100,Low,High,No,7,53,Medium,Yes,2,Low,High,Private,Neutral,3.0,No,High School,Moderate,Male,72,0.3
3903,14,79,High,Medium,Yes,10,93,Medium,Yes,2,Medium,Medium,Public,Neutral,3.0,No,College,Near,Male,68,0.17721518987341772
3904,30,70,High,Low,No,6,84,High,Yes,2,Medium,Medium,Public,Positive,3.0,No,Postgraduate,Near,Male,70,0.42857142857142855
3905,18,96,Medium,Medium,Yes,7,88,Medium,Yes,1,Medium,High,Private,Negative,3.0,No,High School,Moderate,Female,70,0.1875
3906,28,80,Medium,High,No,6,96,High,Yes,2,Low,Medium,Public,Positive,6.0,No,High School,Near,Male,73,0.35
3907,12,84,Medium,High,No,6,88,High,No,2,High,High,Public,Positive,2.0,No,High School,Near,Male,67,0.14285714285714285
3908,24,64,Medium,Low,No,6,85,Medium,Yes,3,Medium,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Male,65,0.375
